222,"[0, 0, 0, 0, 1, 1]"
223,"[1, 1, 0, 0, 0, 0]"
224,"[0, 1, 1, 0, 1, 0]"
225,"[1, 0, 1, 1, 1, 0]"
226,"[1, 0, 0, 0, 1, 1]"
227,"[1, 0, 1, 0, 1, 0]"
228,"[0, 1, 1, 1, 1, 1]"
229,"[0, 1, 1, 1, 0, 0]"
230,"[0, 0, 0, 0, 0, 1]"
231,"[0, 0, 0, 1, 0, 1]"
232,"[0, 0, 0, 1, 1, 1]"
233,"[0, 1, 0, 1, 0, 0]"
234,"[1, 1, 1, 0, 1, 0]"
235,"[0, 1, 1, 0, 1, 1]"
236,"[1, 1, 1, 0, 0, 1]"
237,"[0, 0, 0, 1, 1, 0]"
238,"[1, 0, 1, 0, 0, 0]"
239,"[0, 1, 1, 1, 0, 0]"
240,"[0, 0, 0, 1, 0, 0]"
241,"[1, 0, 0, 0, 1, 1]"
242,"[1, 0, 0, 0, 0, 1]"
243,"[0, 0, 0, 0, 1, 0]"
244,"[0, 1, 1, 1, 0, 0]"
245,"[1, 1, 0, 0, 0, 0]"
246,"[0, 1, 0, 1, 1, 1]"
247,"[1, 1, 1, 0, 1, 0]"
248,"[0, 0, 0, 0, 1, 1]"
249,"[0, 1, 0, 0, 1, 1]"
250,"[1, 0, 1, 1, 1, 1]"
251,"[1, 1, 0, 0, 0, 0]"
252,"[0, 0, 1, 1, 0, 0]"
253,"[0, 1, 1, 0, 1, 0]"
254,"[1, 1, 0, 1, 0, 0]"
255,"[1, 0, 1, 1, 1, 1]"
256,"[0, 1, 0, 0, 1, 0]"
257,"[0, 1, 0, 0, 1, 1]"
258,"[1, 1, 0, 1, 0, 1]"
259,"[1, 1, 0, 1, 1, 1]"
260,"[1, 0, 0, 0, 0, 1]"
261,"[1, 0, 1, 0, 0, 0]"
262,"[0, 0, 0, 1, 1, 0]"
263,"[1, 1, 0, 0, 1, 0]"
264,"[1, 0, 1, 1, 0, 0]"
265,"[0, 0, 1, 1, 0, 1]"
266,"[1, 1, 1, 0, 1, 0]"
267,"[0, 0, 0, 0, 0, 1]"
268,"[1, 0, 1, 0, 1, 1]"
269,"[0, 0, 1, 1, 0, 0]"
270,"[1, 1, 1, 0, 0, 1]"
271,"[1, 0, 0, 0, 1, 1]"
272,"[0, 1, 0, 1, 1, 1]"
273,"[0, 0, 0, 1, 0, 0]"
274,"[0, 1, 0, 0, 1, 0]"
275,"[1, 1, 0, 1, 0, 1]"
276,"[0, 1, 0, 1, 1, 1]"
277,"[0, 0, 1, 0, 0, 0]"
278,"[1, 1, 1, 1, 0, 1]"
279,"[0, 0, 0, 0, 0, 1]"
280,"[0, 1, 1, 0, 0, 1]"
281,"[1, 1, 1, 0, 1, 0]"
282,"[0, 0, 1, 1, 1, 0]"
283,"[0, 0, 1, 0, 1, 0]"
284,"[0, 0, 1, 0, 0, 1]"
285,"[0, 0, 0, 1, 0, 1]"
286,"[1, 1, 1, 1, 1, 1]"
287,"[0, 0, 1, 0, 1, 0]"
288,"[1, 1, 1, 0, 0, 1]"
289,"[1, 0, 0, 0, 1, 0]"
290,"[0, 1, 1, 1, 0, 0]"
291,"[0, 0, 1, 1, 0, 1]"
292,"[0, 1, 1, 1, 0, 0]"
293,"[1, 1, 0, 0, 0, 0]"
294,"[0, 0, 0, 1, 0, 1]"
295,"[0, 0, 1, 0, 1, 0]"
296,"[1, 1, 1, 1, 0, 0]"
297,"[0, 0, 0, 1, 0, 1]"
298,"[0, 0, 0, 1, 1, 0]"
299,"[1, 0, 1, 1, 1, 1]"
300,"[0, 1, 0, 0, 0, 1]"
301,"[1, 1, 0, 1, 1, 0]"
302,"[1, 0, 1, 0, 1, 0]"
303,"[1, 1, 1, 1, 0, 0]"
304,"[1, 1, 1, 1, 0, 1]"
305,"[0, 0, 0, 1, 0, 1]"
306,"[0, 1, 1, 1, 0, 0]"
307,"[0, 1, 0, 1, 1, 0]"
308,"[0, 0, 1, 1, 0, 1]"
309,"[0, 0, 1, 0, 1, 0]"
310,"[1, 1, 1, 0, 1, 1]"
311,"[1, 0, 1, 0, 0, 0]"
312,"[1, 1, 1, 1, 1, 0]"
313,"[1, 0, 1, 0, 1, 0]"
314,"[0, 0, 0, 0, 0, 1]"
315,"[0, 0, 1, 0, 0, 1]"
316,"[1, 0, 1, 0, 1, 1]"
317,"[0, 0, 1, 0, 1, 0]"
318,"[0, 1, 1, 0, 0, 1]"
319,"[0, 0, 1, 1, 0, 1]"
320,"[1, 1, 1, 0, 0, 1]"
321,"[1, 1, 1, 1, 0, 0]"
322,"[0, 1, 1, 1, 1, 1]"
323,"[1, 0, 0, 0, 0, 1]"
324,"[0, 1, 1, 0, 0, 0]"
325,"[0, 1, 0, 1, 1, 0]"
326,"[1, 1, 0, 1, 0, 0]"
327,"[1, 1, 0, 1, 0, 1]"
328,"[0, 0, 1, 1, 1, 1]"
329,"[1, 1, 1, 0, 0, 1]"
330,"[0, 0, 1, 1, 0, 1]"
331,"[0, 1, 0, 0, 0, 1]"
332,"[1, 1, 0, 1, 1, 0]"
333,"[1, 0, 1, 1, 1, 0]"
334,"[1, 0, 0, 0, 0, 1]"
335,"[1, 1, 0, 1, 0, 1]"
336,"[0, 1, 1, 0, 0, 0]"
337,"[1, 1, 1, 1, 1, 1]"
338,"[1, 1, 1, 1, 0, 0]"
339,"[1, 0, 0, 1, 0, 0]"
340,"[1, 0, 0, 1, 1, 1]"
341,"[0, 1, 1, 0, 0, 0]"
342,"[0, 1, 0, 1, 1, 0]"
343,"[0, 1, 0, 1, 1, 0]"
344,"[1, 1, 1, 1, 0, 1]"
345,"[0, 0, 0, 1, 1, 1]"
346,"[0, 1, 0, 0, 1, 1]"
347,"[0, 1, 1, 0, 1, 0]"
348,"[0, 1, 0, 0, 1, 1]"
349,"[0, 1, 1, 1, 0, 1]"
350,"[1, 1, 0, 1, 0, 0]"
351,"[1, 1, 1, 0, 1, 0]"
352,"[0, 0, 0, 1, 0, 1]"
353,"[1, 0, 1, 0, 1, 1]"
354,"[1, 0, 1, 0, 1, 0]"
355,"[0, 0, 1, 1, 0, 1]"
356,"[0, 0, 0, 1, 1, 0]"
357,"[0, 0, 1, 1, 0, 1]"
358,"[0, 0, 1, 1, 0, 0]"
359,"[0, 0, 1, 0, 1, 0]"
360,"[1, 1, 0, 1, 0, 1]"
361,"[0, 0, 1, 1, 1, 0]"
362,"[1, 0, 1, 1, 1, 1]"
363,"[1, 0, 1, 1, 0, 0]"
364,"[0, 1, 1, 1, 1, 1]"
365,"[1, 0, 1, 0, 1, 1]"
366,"[1, 1, 1, 1, 0, 1]"
367,"[0, 1, 0, 1, 0, 0]"
368,"[0, 1, 1, 1, 0, 0]"
369,"[0, 0, 1, 0, 1, 0]"
370,"[0, 1, 1, 0, 1, 1]"
371,"[1, 0, 0, 0, 1, 0]"
372,"[1, 0, 0, 1, 0, 1]"
373,"[0, 0, 0, 1, 1, 0]"
374,"[0, 1, 0, 1, 1, 1]"
375,"[1, 0, 0, 0, 1, 1]"
376,"[0, 0, 0, 1, 0, 0]"
377,"[0, 0, 0, 1, 1, 1]"
378,"[0, 1, 1, 0, 0, 1]"
379,"[0, 1, 0, 0, 0, 1]"
380,"[0, 1, 1, 0, 0, 1]"
381,"[0, 0, 1, 1, 1, 0]"
382,"[0, 0, 0, 1, 0, 0]"
383,"[1, 0, 1, 0, 0, 1]"
384,"[0, 0, 1, 0, 1, 0]"
385,"[0, 1, 1, 1, 1, 1]"
386,"[1, 0, 1, 0, 1, 1]"
387,"[1, 0, 0, 0, 1, 0]"
388,"[0, 0, 0, 0, 1, 1]"
389,"[0, 1, 0, 1, 1, 0]"
390,"[0, 0, 1, 1, 0, 0]"
391,"[0, 0, 1, 1, 0, 1]"
392,"[1, 0, 0, 0, 1, 1]"
393,"[0, 0, 0, 0, 0, 1]"
394,"[0, 0, 1, 1, 1, 1]"
395,"[1, 1, 1, 1, 0, 1]"
396,"[0, 0, 1, 1, 0, 1]"
397,"[0, 1, 1, 0, 0, 0]"
398,"[0, 1, 1, 0, 1, 1]"
399,"[1, 0, 1, 0, 1, 1]"
400,"[0, 0, 0, 1, 0, 1]"
401,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
402,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]"
403,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]"
404,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]"
405,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1]"
406,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
407,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0]"
408,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0]"
409,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]"
410,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
411,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]"
412,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]"
413,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1]"
414,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1]"
415,"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1]"
416,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]"
417,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]"
418,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
419,"[0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1]"
420,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0]"
421,"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0]"
422,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
423,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
424,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
425,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]"
426,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]"
427,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
428,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
429,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]"
430,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]"
431,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]"
432,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0]"
433,"[1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]"
434,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]"
435,"[1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]"
436,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
437,"[0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0]"
438,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1]"
439,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
440,"[0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
441,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
442,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
